Barris	Nacionalitat	Total	Genere
el Congres i els Indians	Polònia	19	Dona
Navas	Polònia	25	Dona
el Camp del Arpa del Clot	Polònia	47	Dona
el Clot	Polònia	33	Dona
el Parcila Llacuna del Poblenou	Polònia	31	Dona
la Vila Olimpica del Poblenou	Polònia	28	Dona
el Poblenou	Polònia	55	Dona
Diagonal Mariel Front Maritim del Poblenou	Polònia	18	Dona
el Besos i el Maresme	Polònia	26	Dona
Provençals del Poblenou	Polònia	43	Dona
Sant Marti de Provençals	Polònia	15	Dona
la Verneda i la Pau	Polònia	14	Dona
el Raval	Bulgària	35	Dona
el Barri Gotic	Bulgària	24	Dona
la Barceloneta	Bulgària	35	Dona
Sant Pere Santa Caterina i la Ribera	Bulgària	29	Dona
el Fort Pienc	Bulgària	39	Dona
la Sagrada Familia	Bulgària	27	Dona
la Dreta del Eixample	Bulgària	26	Dona
l Antiga Esquerra del Eixample	Bulgària	26	Dona
la Nova Esquerra del Eixample	Bulgària	28	Dona
Sant Antoni	Bulgària	24	Dona
el Poble Sec- A E I Parc Montjuïc	Bulgària	36	Dona
la Marina del Prat Vermell- A E I Zona Franca	Bulgària	0	Dona
la Marina de Port	Bulgària	54	Dona
la Font de la Guatlla	Bulgària	10	Dona
Hostafrancs	Bulgària	20	Dona
la Bordeta	Bulgària	5	Dona
Sants- Badal	Bulgària	13	Dona
Sants	Bulgària	26	Dona
les Corts	Bulgària	19	Dona
la Maternitat i Sant Ramon	Bulgària	10	Dona
Pedralbes	Bulgària	16	Dona
Vallvidrerael Tibidabo i les Planes	Bulgària	3	Dona
Sarria	Bulgària	14	Dona
les Tres Torres	Bulgària	7	Dona
Sant Gervasi-la Bonanova	Bulgària	9	Dona
Sant Gervasi- Galvany	Bulgària	21	Dona
el Putxet i el Farro	Bulgària	7	Dona
Vallcarca i els Penitents	Bulgària	12	Dona
el Coll	Bulgària	4	Dona
la Salut	Bulgària	4	Dona
la Vila de Gracia	Bulgària	29	Dona
el Campden Grassot i Gracia Nova	Bulgària	14	Dona
el Baix Guinardo	Bulgària	14	Dona
Can Baro	Bulgària	6	Dona
el Guinardo	Bulgària	24	Dona
la Font d en Fargues	Bulgària	1	Dona
el Carmel	Bulgària	31	Dona
la Teixonera	Bulgària	6	Dona
Sant Genis dels Agudells	Bulgària	4	Dona
Montbau	Bulgària	3	Dona
la Vall d Hebron	Bulgària	4	Dona
la Clota	Bulgària	0	Dona
Horta	Bulgària	11	Dona
Vilapicina i la Torre Llobeta	Bulgària	23	Dona
Porta	Bulgària	8	Dona
el Turo de la Peira	Bulgària	5	Dona
Can Peguera	Bulgària	0	Dona
la Guineueta	Bulgària	0	Dona
Canyelles	Bulgària	1	Dona
les Roquetes	Bulgària	5	Dona
Verdun	Bulgària	9	Dona
la Prosperitat	Bulgària	24	Dona
la Trinitat Nova	Bulgària	0	Dona
Torre Baro	Bulgària	7	Dona
Ciutat Meridiana	Bulgària	6	Dona
Vallbona	Bulgària	1	Dona
la Trinitat Vella	Bulgària	4	Dona
Baro de Viver	Bulgària	1	Dona
el Bon Pastor	Bulgària	8	Dona
Sant Andreu	Bulgària	27	Dona
la Sagrera	Bulgària	16	Dona
el Congres i els Indians	Bulgària	12	Dona
Navas	Bulgària	13	Dona
el Camp del Arpa del Clot	Bulgària	18	Dona
el Clot	Bulgària	16	Dona
el Parcila Llacuna del Poblenou	Bulgària	24	Dona
la Vila Olimpica del Poblenou	Bulgària	14	Dona
el Poblenou	Bulgària	37	Dona
Diagonal Mariel Front Maritim del Poblenou	Bulgària	9	Dona
el Besos i el Maresme	Bulgària	42	Dona
Provençals del Poblenou	Bulgària	15	Dona
Sant Marti de Provençals	Bulgària	20	Dona
la Verneda i la Pau	Bulgària	22	Dona
el Raval	Suècia	111	Dona
el Barri Gotic	Suècia	86	Dona
la Barceloneta	Suècia	60	Dona
Sant Pere Santa Caterina i la Ribera	Suècia	71	Dona
el Fort Pienc	Suècia	34	Dona
la Sagrada Familia	Suècia	37	Dona
la Dreta del Eixample	Suècia	56	Dona
l Antiga Esquerra del Eixample	Suècia	50	Dona
la Nova Esquerra del Eixample	Suècia	37	Dona
Sant Antoni	Suècia	39	Dona
el Poble Sec- A E I Parc Montjuïc	Suècia	59	Dona
la Marina del Prat Vermell- A E I Zona Franca	Suècia	0	Dona
la Marina de Port	Suècia	7	Dona
la Font de la Guatlla	Suècia	4	Dona
Hostafrancs	Suècia	7	Dona
la Bordeta	Suècia	4	Dona
Sants- Badal	Suècia	5	Dona
Sants	Suècia	23	Dona
les Corts	Suècia	21	Dona
la Maternitat i Sant Ramon	Suècia	4	Dona
Pedralbes	Suècia	3	Dona
Vallvidrerael Tibidabo i les Planes	Suècia	5	Dona
Sarria	Suècia	15	Dona
les Tres Torres	Suècia	5	Dona
Sant Gervasi-la Bonanova	Suècia	9	Dona
Sant Gervasi- Galvany	Suècia	33	Dona
el Putxet i el Farro	Suècia	16	Dona
Vallcarca i els Penitents	Suècia	11	Dona
el Coll	Suècia	4	Dona
la Salut	Suècia	4	Dona
la Vila de Gracia	Suècia	51	Dona
el Campden Grassot i Gracia Nova	Suècia	30	Dona
el Baix Guinardo	Suècia	7	Dona
Can Baro	Suècia	6	Dona
el Guinardo	Suècia	20	Dona
la Font d en Fargues	Suècia	1	Dona
el Carmel	Suècia	9	Dona
la Teixonera	Suècia	4	Dona
Sant Genis dels Agudells	Suècia	1	Dona
Montbau	Suècia	1	Dona
la Vall d Hebron	Suècia	0	Dona
la Clota	Suècia	0	Dona
Horta	Suècia	3	Dona
Vilapicina i la Torre Llobeta	Suècia	3	Dona
Porta	Suècia	4	Dona
el Turo de la Peira	Suècia	1	Dona
Can Peguera	Suècia	1	Dona
la Guineueta	Suècia	3	Dona
Canyelles	Suècia	0	Dona
les Roquetes	Suècia	3	Dona
Verdun	Suècia	3	Dona
la Prosperitat	Suècia	0	Dona
la Trinitat Nova	Suècia	0	Dona
Torre Baro	Suècia	0	Dona
Ciutat Meridiana	Suècia	1	Dona
Vallbona	Suècia	0	Dona
la Trinitat Vella	Suècia	2	Dona
Baro de Viver	Suècia	0	Dona
el Bon Pastor	Suècia	0	Dona
Sant Andreu	Suècia	5	Dona
la Sagrera	Suècia	2	Dona
el Congres i els Indians	Suècia	3	Dona
Navas	Suècia	7	Dona
el Camp del Arpa del Clot	Suècia	17	Dona
el Clot	Suècia	8	Dona
el Parcila Llacuna del Poblenou	Suècia	20	Dona
la Vila Olimpica del Poblenou	Suècia	14	Dona
el Poblenou	Suècia	38	Dona
Diagonal Mariel Front Maritim del Poblenou	Suècia	22	Dona
el Besos i el Maresme	Suècia	2	Dona
Provençals del Poblenou	Suècia	9	Dona
Sant Marti de Provençals	Suècia	6	Dona
la Verneda i la Pau	Suècia	3	Dona
el Raval	Bèlgica	42	Dona
el Barri Gotic	Bèlgica	38	Dona
la Barceloneta	Bèlgica	16	Dona
Sant Pere Santa Caterina i la Ribera	Bèlgica	45	Dona
el Fort Pienc	Bèlgica	22	Dona
la Sagrada Familia	Bèlgica	11	Dona
la Dreta del Eixample	Bèlgica	49	Dona
l Antiga Esquerra del Eixample	Bèlgica	21	Dona
la Nova Esquerra del Eixample	Bèlgica	23	Dona
Sant Antoni	Bèlgica	21	Dona
el Poble Sec- A E I Parc Montjuïc	Bèlgica	27	Dona
la Marina del Prat Vermell- A E I Zona Franca	Bèlgica	0	Dona
la Marina de Port	Bèlgica	2	Dona
la Font de la Guatlla	Bèlgica	3	Dona
Hostafrancs	Bèlgica	9	Dona
la Bordeta	Bèlgica	2	Dona
Sants- Badal	Bèlgica	3	Dona
Sants	Bèlgica	16	Dona
les Corts	Bèlgica	25	Dona
la Maternitat i Sant Ramon	Bèlgica	7	Dona
Pedralbes	Bèlgica	12	Dona
Vallvidrerael Tibidabo i les Planes	Bèlgica	6	Dona
Sarria	Bèlgica	16	Dona
les Tres Torres	Bèlgica	12	Dona
Sant Gervasi-la Bonanova	Bèlgica	10	Dona
Sant Gervasi- Galvany	Bèlgica	34	Dona
el Putxet i el Farro	Bèlgica	20	Dona
Vallcarca i els Penitents	Bèlgica	13	Dona
el Coll	Bèlgica	10	Dona
la Salut	Bèlgica	9	Dona
la Vila de Gracia	Bèlgica	51	Dona
el Campden Grassot i Gracia Nova	Bèlgica	18	Dona
el Baix Guinardo	Bèlgica	6	Dona
Can Baro	Bèlgica	6	Dona
el Guinardo	Bèlgica	14	Dona
la Font d en Fargues	Bèlgica	8	Dona
el Carmel	Bèlgica	6	Dona
la Teixonera	Bèlgica	2	Dona
Sant Genis dels Agudells	Bèlgica	1	Dona
Montbau	Bèlgica	0	Dona
la Vall d Hebron	Bèlgica	0	Dona
la Clota	Bèlgica	0	Dona
Horta	Bèlgica	1	Dona
Vilapicina i la Torre Llobeta	Bèlgica	0	Dona
Porta	Bèlgica	7	Dona
el Turo de la Peira	Bèlgica	1	Dona
Can Peguera	Bèlgica	2	Dona
la Guineueta	Bèlgica	0	Dona
Canyelles	Bèlgica	0	Dona
les Roquetes	Bèlgica	1	Dona
Verdun	Bèlgica	0	Dona
la Prosperitat	Bèlgica	0	Dona
la Trinitat Nova	Bèlgica	0	Dona
Torre Baro	Bèlgica	1	Dona
Ciutat Meridiana	Bèlgica	0	Dona
Vallbona	Bèlgica	0	Dona
la Trinitat Vella	Bèlgica	6	Dona
Baro de Viver	Bèlgica	0	Dona
el Bon Pastor	Bèlgica	1	Dona
Sant Andreu	Bèlgica	10	Dona
la Sagrera	Bèlgica	10	Dona
el Congres i els Indians	Bèlgica	3	Dona
Navas	Bèlgica	5	Dona
el Camp del Arpa del Clot	Bèlgica	22	Dona
el Clot	Bèlgica	6	Dona
el Parcila Llacuna del Poblenou	Bèlgica	7	Dona
la Vila Olimpica del Poblenou	Bèlgica	13	Dona
el Poblenou	Bèlgica	33	Dona
Diagonal Mariel Front Maritim del Poblenou	Bèlgica	11	Dona
el Besos i el Maresme	Bèlgica	5	Dona
Provençals del Poblenou	Bèlgica	5	Dona
Sant Marti de Provençals	Bèlgica	7	Dona
la Verneda i la Pau	Bèlgica	6	Dona
el Raval	Grècia	39	Dona
el Barri Gotic	Grècia	25	Dona
la Barceloneta	Grècia	16	Dona
Sant Pere Santa Caterina i la Ribera	Grècia	36	Dona
el Fort Pienc	Grècia	14	Dona
la Sagrada Familia	Grècia	25	Dona
la Dreta del Eixample	Grècia	33	Dona
l Antiga Esquerra del Eixample	Grècia	32	Dona
la Nova Esquerra del Eixample	Grècia	28	Dona
Sant Antoni	Grècia	18	Dona
el Poble Sec- A E I Parc Montjuïc	Grècia	40	Dona
la Marina del Prat Vermell- A E I Zona Franca	Grècia	0	Dona
la Marina de Port	Grècia	5	Dona
la Font de la Guatlla	Grècia	5	Dona
Hostafrancs	Grècia	4	Dona
la Bordeta	Grècia	4	Dona
Sants- Badal	Grècia	4	Dona
Sants	Grècia	19	Dona
les Corts	Grècia	9	Dona
la Maternitat i Sant Ramon	Grècia	4	Dona
Pedralbes	Grècia	2	Dona
Vallvidrerael Tibidabo i les Planes	Grècia	3	Dona
Sarria	Grècia	13	Dona
les Tres Torres	Grècia	2	Dona
Sant Gervasi-la Bonanova	Grècia	5	Dona
Sant Gervasi- Galvany	Grècia	16	Dona
el Putxet i el Farro	Grècia	10	Dona
Vallcarca i els Penitents	Grècia	7	Dona
el Coll	Grècia	1	Dona
la Salut	Grècia	9	Dona
la Vila de Gracia	Grècia	63	Dona
el Campden Grassot i Gracia Nova	Grècia	16	Dona
el Baix Guinardo	Grècia	6	Dona
Can Baro	Grècia	3	Dona
el Guinardo	Grècia	9	Dona
la Font d en Fargues	Grècia	0	Dona
el Carmel	Grècia	3	Dona
la Teixonera	Grècia	0	Dona
Sant Genis dels Agudells	Grècia	2	Dona
Montbau	Grècia	2	Dona
la Vall d Hebron	Grècia	3	Dona
la Clota	Grècia	0	Dona
Horta	Grècia	3	Dona
Vilapicina i la Torre Llobeta	Grècia	1	Dona
Porta	Grècia	3	Dona
el Turo de la Peira	Grècia	1	Dona
Can Peguera	Grècia	0	Dona
la Guineueta	Grècia	2	Dona
Canyelles	Grècia	0	Dona
les Roquetes	Grècia	0	Dona
Verdun	Grècia	1	Dona
la Prosperitat	Grècia	4	Dona
la Trinitat Nova	Grècia	0	Dona
Torre Baro	Grècia	0	Dona
Ciutat Meridiana	Grècia	0	Dona
Vallbona	Grècia	0	Dona
la Trinitat Vella	Grècia	0	Dona
Baro de Viver	Grècia	0	Dona
el Bon Pastor	Grècia	1	Dona
Sant Andreu	Grècia	6	Dona
la Sagrera	Grècia	8	Dona
el Congres i els Indians	Grècia	1	Dona
Navas	Grècia	2	Dona
el Camp del Arpa del Clot	Grècia	14	Dona
el Clot	Grècia	6	Dona
el Parcila Llacuna del Poblenou	Grècia	14	Dona
la Vila Olimpica del Poblenou	Grècia	14	Dona
el Poblenou	Grècia	11	Dona
Diagonal Mariel Front Maritim del Poblenou	Grècia	2	Dona
el Besos i el Maresme	Grècia	2	Dona
Provençals del Poblenou	Grècia	4	Dona
Sant Marti de Provençals	Grècia	1	Dona
la Verneda i la Pau	Grècia	1	Dona
el Raval	Irlanda	24	Dona
el Barri Gotic	Irlanda	23	Dona
la Barceloneta	Irlanda	12	Dona
Sant Pere Santa Caterina i la Ribera	Irlanda	34	Dona
el Fort Pienc	Irlanda	17	Dona
la Sagrada Familia	Irlanda	21	Dona
la Dreta del Eixample	Irlanda	39	Dona
l Antiga Esquerra del Eixample	Irlanda	18	Dona
la Nova Esquerra del Eixample	Irlanda	19	Dona
Sant Antoni	Irlanda	18	Dona
el Poble Sec- A E I Parc Montjuïc	Irlanda	21	Dona
la Marina del Prat Vermell- A E I Zona Franca	Irlanda	0	Dona
la Marina de Port	Irlanda	3	Dona
la Font de la Guatlla	Irlanda	3	Dona
Hostafrancs	Irlanda	4	Dona
la Bordeta	Irlanda	4	Dona
Sants- Badal	Irlanda	8	Dona
Sants	Irlanda	11	Dona
les Corts	Irlanda	8	Dona
la Maternitat i Sant Ramon	Irlanda	2	Dona
Pedralbes	Irlanda	2	Dona
Vallvidrerael Tibidabo i les Planes	Irlanda	1	Dona
Sarria	Irlanda	7	Dona
les Tres Torres	Irlanda	4	Dona
Sant Gervasi-la Bonanova	Irlanda	12	Dona
Sant Gervasi- Galvany	Irlanda	14	Dona
el Putxet i el Farro	Irlanda	9	Dona
Vallcarca i els Penitents	Irlanda	6	Dona
el Coll	Irlanda	2	Dona
la Salut	Irlanda	2	Dona
la Vila de Gracia	Irlanda	35	Dona
el Campden Grassot i Gracia Nova	Irlanda	8	Dona
el Baix Guinardo	Irlanda	7	Dona
Can Baro	Irlanda	0	Dona
el Guinardo	Irlanda	2	Dona
la Font d en Fargues	Irlanda	3	Dona
el Carmel	Irlanda	7	Dona
la Teixonera	Irlanda	1	Dona
Sant Genis dels Agudells	Irlanda	1	Dona
Montbau	Irlanda	1	Dona
la Vall d Hebron	Irlanda	2	Dona
la Clota	Irlanda	0	Dona
Horta	Irlanda	4	Dona
Vilapicina i la Torre Llobeta	Irlanda	0	Dona
Porta	Irlanda	3	Dona
el Turo de la Peira	Irlanda	1	Dona
Can Peguera	Irlanda	0	Dona
la Guineueta	Irlanda	1	Dona
Canyelles	Irlanda	0	Dona
les Roquetes	Irlanda	1	Dona
Verdun	Irlanda	0	Dona
la Prosperitat	Irlanda	0	Dona
la Trinitat Nova	Irlanda	0	Dona
Torre Baro	Irlanda	0	Dona
Ciutat Meridiana	Irlanda	1	Dona
Vallbona	Irlanda	0	Dona
la Trinitat Vella	Irlanda	0	Dona
Baro de Viver	Irlanda	0	Dona
el Bon Pastor	Irlanda	0	Dona
Sant Andreu	Irlanda	0	Dona
la Sagrera	Irlanda	3	Dona
el Congres i els Indians	Irlanda	4	Dona
Navas	Irlanda	0	Dona
el Camp del Arpa del Clot	Irlanda	5	Dona
el Clot	Irlanda	3	Dona
el Parcila Llacuna del Poblenou	Irlanda	8	Dona
la Vila Olimpica del Poblenou	Irlanda	6	Dona
el Poblenou	Irlanda	14	Dona
Diagonal Mariel Front Maritim del Poblenou	Irlanda	6	Dona
el Besos i el Maresme	Irlanda	2	Dona
Provençals del Poblenou	Irlanda	6	Dona
Sant Marti de Provençals	Irlanda	0	Dona
la Verneda i la Pau	Irlanda	0	Dona
el Raval	Suïssa	36	Dona
el Barri Gotic	Suïssa	21	Dona
la Barceloneta	Suïssa	17	Dona
Sant Pere Santa Caterina i la Ribera	Suïssa	26	Dona
el Fort Pienc	Suïssa	11	Dona
la Sagrada Familia	Suïssa	16	Dona
la Dreta del Eixample	Suïssa	35	Dona
l Antiga Esquerra del Eixample	Suïssa	18	Dona
la Nova Esquerra del Eixample	Suïssa	20	Dona
Sant Antoni	Suïssa	11	Dona
el Poble Sec- A E I Parc Montjuïc	Suïssa	24	Dona
la Marina del Prat Vermell- A E I Zona Franca	Suïssa	0	Dona
la Marina de Port	Suïssa	3	Dona
la Font de la Guatlla	Suïssa	3	Dona
Hostafrancs	Suïssa	2	Dona
la Bordeta	Suïssa	1	Dona
Sants- Badal	Suïssa	3	Dona
Sants	Suïssa	5	Dona
les Corts	Suïssa	8	Dona
la Maternitat i Sant Ramon	Suïssa	3	Dona
Pedralbes	Suïssa	8	Dona
Vallvidrerael Tibidabo i les Planes	Suïssa	5	Dona
Sarria	Suïssa	7	Dona
les Tres Torres	Suïssa	22	Dona
Sant Gervasi-la Bonanova	Suïssa	18	Dona
Sant Gervasi- Galvany	Suïssa	29	Dona
el Putxet i el Farro	Suïssa	24	Dona
Vallcarca i els Penitents	Suïssa	6	Dona
el Coll	Suïssa	4	Dona
la Salut	Suïssa	2	Dona
la Vila de Gracia	Suïssa	50	Dona
el Campden Grassot i Gracia Nova	Suïssa	10	Dona
el Baix Guinardo	Suïssa	2	Dona
Can Baro	Suïssa	3	Dona
el Guinardo	Suïssa	5	Dona
la Font d en Fargues	Suïssa	0	Dona
el Carmel	Suïssa	1	Dona
la Teixonera	Suïssa	2	Dona
Sant Genis dels Agudells	Suïssa	1	Dona
Montbau	Suïssa	0	Dona
la Vall d Hebron	Suïssa	0	Dona
la Clota	Suïssa	0	Dona
Horta	Suïssa	2	Dona
Vilapicina i la Torre Llobeta	Suïssa	3	Dona
Porta	Suïssa	1	Dona
el Turo de la Peira	Suïssa	1	Dona
Can Peguera	Suïssa	0	Dona
la Guineueta	Suïssa	0	Dona
Canyelles	Suïssa	0	Dona
les Roquetes	Suïssa	1	Dona
Verdun	Suïssa	1	Dona
la Prosperitat	Suïssa	1	Dona
la Trinitat Nova	Suïssa	0	Dona
Torre Baro	Suïssa	0	Dona
Ciutat Meridiana	Suïssa	0	Dona
Vallbona	Suïssa	0	Dona
la Trinitat Vella	Suïssa	1	Dona
Baro de Viver	Suïssa	0	Dona
el Bon Pastor	Suïssa	4	Dona
Sant Andreu	Suïssa	3	Dona
la Sagrera	Suïssa	4	Dona
el Congres i els Indians	Suïssa	2	Dona
Navas	Suïssa	4	Dona
el Camp del Arpa del Clot	Suïssa	8	Dona
el Clot	Suïssa	7	Dona
el Parcila Llacuna del Poblenou	Suïssa	9	Dona
la Vila Olimpica del Poblenou	Suïssa	5	Dona
el Poblenou	Suïssa	10	Dona
Diagonal Mariel Front Maritim del Poblenou	Suïssa	4	Dona
el Besos i el Maresme	Suïssa	1	Dona
Provençals del Poblenou	Suïssa	5	Dona
Sant Marti de Provençals	Suïssa	2	Dona
la Verneda i la Pau	Suïssa	3	Dona
el Raval	Resta_Europa	260	Dona
el Barri Gotic	Resta_Europa	169	Dona
la Barceloneta	Resta_Europa	201	Dona
Sant Pere Santa Caterina i la Ribera	Resta_Europa	239	Dona
el Fort Pienc	Resta_Europa	127	Dona
la Sagrada Familia	Resta_Europa	215	Dona
la Dreta del Eixample	Resta_Europa	209	Dona
l Antiga Esquerra del Eixample	Resta_Europa	198	Dona
la Nova Esquerra del Eixample	Resta_Europa	182	Dona
Sant Antoni	Resta_Europa	125	Dona
el Poble Sec- A E I Parc Montjuïc	Resta_Europa	182	Dona
la Marina del Prat Vermell- A E I Zona Franca	Resta_Europa	0	Dona
la Marina de Port	Resta_Europa	47	Dona
la Font de la Guatlla	Resta_Europa	36	Dona
Hostafrancs	Resta_Europa	51	Dona
la Bordeta	Resta_Europa	27	Dona
Sants- Badal	Resta_Europa	47	Dona
Sants	Resta_Europa	101	Dona
les Corts	Resta_Europa	102	Dona
la Maternitat i Sant Ramon	Resta_Europa	44	Dona
Pedralbes	Resta_Europa	39	Dona
Vallvidrerael Tibidabo i les Planes	Resta_Europa	25	Dona
Sarria	Resta_Europa	67	Dona
les Tres Torres	Resta_Europa	36	Dona
Sant Gervasi-la Bonanova	Resta_Europa	78	Dona
Sant Gervasi- Galvany	Resta_Europa	121	Dona
el Putxet i el Farro	Resta_Europa	108	Dona
Vallcarca i els Penitents	Resta_Europa	45	Dona
el Coll	Resta_Europa	20	Dona
la Salut	Resta_Europa	29	Dona
la Vila de Gracia	Resta_Europa	237	Dona
el Campden Grassot i Gracia Nova	Resta_Europa	101	Dona
el Baix Guinardo	Resta_Europa	67	Dona
Can Baro	Resta_Europa	33	Dona
el Guinardo	Resta_Europa	92	Dona
la Font d en Fargues	Resta_Europa	11	Dona
el Carmel	Resta_Europa	55	Dona
la Teixonera	Resta_Europa	29	Dona
Sant Genis dels Agudells	Resta_Europa	25	Dona
Montbau	Resta_Europa	8	Dona
la Vall d Hebron	Resta_Europa	7	Dona
la Clota	Resta_Europa	1	Dona
Horta	Resta_Europa	43	Dona
Vilapicina i la Torre Llobeta	Resta_Europa	32	Dona
Porta	Resta_Europa	29	Dona
el Turo de la Peira	Resta_Europa	17	Dona
Can Peguera	Resta_Europa	0	Dona
la Guineueta	Resta_Europa	24	Dona
Canyelles	Resta_Europa	8	Dona
les Roquetes	Resta_Europa	14	Dona
Verdun	Resta_Europa	19	Dona
la Prosperitat	Resta_Europa	21	Dona
la Trinitat Nova	Resta_Europa	10	Dona
Torre Baro	Resta_Europa	9	Dona
Ciutat Meridiana	Resta_Europa	6	Dona
Vallbona	Resta_Europa	1	Dona
la Trinitat Vella	Resta_Europa	13	Dona
Baro de Viver	Resta_Europa	0	Dona
el Bon Pastor	Resta_Europa	16	Dona
Sant Andreu	Resta_Europa	68	Dona
la Sagrera	Resta_Europa	30	Dona
el Congres i els Indians	Resta_Europa	17	Dona
Navas	Resta_Europa	33	Dona
el Camp del Arpa del Clot	Resta_Europa	110	Dona
el Clot	Resta_Europa	71	Dona
el Parcila Llacuna del Poblenou	Resta_Europa	92	Dona
la Vila Olimpica del Poblenou	Resta_Europa	65	Dona
el Poblenou	Resta_Europa	195	Dona
Diagonal Mariel Front Maritim del Poblenou	Resta_Europa	76	Dona
el Besos i el Maresme	Resta_Europa	56	Dona
Provençals del Poblenou	Resta_Europa	75	Dona
Sant Marti de Provençals	Resta_Europa	34	Dona
la Verneda i la Pau	Resta_Europa	55	Dona
el Raval	Marroc.el	596	Dona
el Barri Gotic	Marroc.el	180	Dona
la Barceloneta	Marroc.el	143	Dona
Sant Pere Santa Caterina i la Ribera	Marroc.el	187	Dona
el Fort Pienc	Marroc.el	69	Dona
la Sagrada Familia	Marroc.el	105	Dona
la Dreta del Eixample	Marroc.el	62	Dona
l Antiga Esquerra del Eixample	Marroc.el	62	Dona
la Nova Esquerra del Eixample	Marroc.el	86	Dona
Sant Antoni	Marroc.el	76	Dona
el Poble Sec- A E I Parc Montjuïc	Marroc.el	302	Dona
la Marina del Prat Vermell- A E I Zona Franca	Marroc.el	4	Dona
la Marina de Port	Marroc.el	180	Dona
la Font de la Guatlla	Marroc.el	30	Dona
Hostafrancs	Marroc.el	113	Dona
la Bordeta	Marroc.el	93	Dona
Sants- Badal	Marroc.el	83	Dona
Sants	Marroc.el	153	Dona
les Corts	Marroc.el	47	Dona
la Maternitat i Sant Ramon	Marroc.el	44	Dona
Pedralbes	Marroc.el	22	Dona
Vallvidrerael Tibidabo i les Planes	Marroc.el	5	Dona
Sarria	Marroc.el	33	Dona
les Tres Torres	Marroc.el	8	Dona
Sant Gervasi-la Bonanova	Marroc.el	33	Dona
Sant Gervasi- Galvany	Marroc.el	44	Dona
el Putxet i el Farro	Marroc.el	35	Dona
Vallcarca i els Penitents	Marroc.el	25	Dona
el Coll	Marroc.el	28	Dona
la Salut	Marroc.el	18	Dona
la Vila de Gracia	Marroc.el	120	Dona
el Campden Grassot i Gracia Nova	Marroc.el	47	Dona
el Baix Guinardo	Marroc.el	45	Dona
Can Baro	Marroc.el	23	Dona
el Guinardo	Marroc.el	114	Dona
la Font d en Fargues	Marroc.el	3	Dona
el Carmel	Marroc.el	140	Dona
la Teixonera	Marroc.el	42	Dona
Sant Genis dels Agudells	Marroc.el	20	Dona
Montbau	Marroc.el	17	Dona
la Vall d Hebron	Marroc.el	4	Dona
la Clota	Marroc.el	1	Dona
Horta	Marroc.el	94	Dona
Vilapicina i la Torre Llobeta	Marroc.el	58	Dona
Porta	Marroc.el	128	Dona
el Turo de la Peira	Marroc.el	104	Dona
Can Peguera	Marroc.el	19	Dona
la Guineueta	Marroc.el	34	Dona
Canyelles	Marroc.el	12	Dona
les Roquetes	Marroc.el	114	Dona
Verdun	Marroc.el	71	Dona
la Prosperitat	Marroc.el	95	Dona
la Trinitat Nova	Marroc.el	50	Dona
Torre Baro	Marroc.el	57	Dona
Ciutat Meridiana	Marroc.el	197	Dona
Vallbona	Marroc.el	14	Dona
la Trinitat Vella	Marroc.el	256	Dona
Baro de Viver	Marroc.el	31	Dona
el Bon Pastor	Marroc.el	73	Dona
Sant Andreu	Marroc.el	122	Dona
la Sagrera	Marroc.el	60	Dona
el Congres i els Indians	Marroc.el	36	Dona
Navas	Marroc.el	49	Dona
el Camp del Arpa del Clot	Marroc.el	139	Dona
el Clot	Marroc.el	118	Dona
el Parcila Llacuna del Poblenou	Marroc.el	78	Dona
la Vila Olimpica del Poblenou	Marroc.el	12	Dona
el Poblenou	Marroc.el	67	Dona
Diagonal Mariel Front Maritim del Poblenou	Marroc.el	34	Dona
el Besos i el Maresme	Marroc.el	226	Dona
Provençals del Poblenou	Marroc.el	95	Dona
Sant Marti de Provençals	Marroc.el	41	Dona
la Verneda i la Pau	Marroc.el	75	Dona
el Raval	Algèria	40	Dona
el Barri Gotic	Algèria	20	Dona
la Barceloneta	Algèria	20	Dona
Sant Pere Santa Caterina i la Ribera	Algèria	29	Dona
el Fort Pienc	Algèria	14	Dona
la Sagrada Familia	Algèria	16	Dona
la Dreta del Eixample	Algèria	13	Dona
l Antiga Esquerra del Eixample	Algèria	9	Dona
la Nova Esquerra del Eixample	Algèria	21	Dona
Sant Antoni	Algèria	11	Dona
el Poble Sec- A E I Parc Montjuïc	Algèria	33	Dona
la Marina del Prat Vermell- A E I Zona Franca	Algèria	0	Dona
la Marina de Port	Algèria	21	Dona
la Font de la Guatlla	Algèria	4	Dona
Hostafrancs	Algèria	10	Dona
la Bordeta	Algèria	9	Dona
Sants- Badal	Algèria	9	Dona
Sants	Algèria	14	Dona
les Corts	Algèria	13	Dona
la Maternitat i Sant Ramon	Algèria	5	Dona
Pedralbes	Algèria	12	Dona
Vallvidrerael Tibidabo i les Planes	Algèria	0	Dona
Sarria	Algèria	13	Dona
les Tres Torres	Algèria	4	Dona
Sant Gervasi-la Bonanova	Algèria	8	Dona
Sant Gervasi- Galvany	Algèria	7	Dona
el Putxet i el Farro	Algèria	3	Dona
Vallcarca i els Penitents	Algèria	1	Dona
el Coll	Algèria	2	Dona
la Salut	Algèria	2	Dona
la Vila de Gracia	Algèria	7	Dona
el Campden Grassot i Gracia Nova	Algèria	5	Dona
el Baix Guinardo	Algèria	6	Dona
Can Baro	Algèria	7	Dona
el Guinardo	Algèria	6	Dona
